aspect,setiment_words,polarity
尺寸,合适,1
做工,精细,1
质量,不错,1
质地,面料好,1
舒适度,很舒服,1
款式,好看,1
舒适度,特别舒服,1
价格,实惠,1
款式,不错,1
做工,不错,1
价格,亲民,1
服务,态度很好,1
质地,柔软,1
质量,不错,1
款式,百搭,1
服务,态度很好,1
尺寸,很合适,1
款式,很好看,1
舒适度,很舒服,1
尺寸,很合适,1
舒适度,很舒服,1
款式,挺好的,1
质量,挺好的,1
价格,便宜,1
舒适度,舒适,1
尺寸,很合身,1
做工,很好,1
服务,态度好,1
质量,好,1
质量,很好,1
质量,很好,1
价格,物美价廉,1
性价比,高,1
做工,精细,1
尺寸,码数标准,1
包装,完好无损,1
性价比,高,1
款式,新颖,1
做工,精细,1
质量,杠杠的,1
价格,实惠,1
款式,不错,1
服务,态度很好,1
性价比,高,1
尺寸,合适,1
舒适度,舒服,1
尺寸,很合身,1
质量,很好,1
做工,很好,1
舒适度,很舒服,1
质量,很赞,1
款式,简单好看,1
做工,很不错,1
尺寸,大小挺合适的,1
包装,很严实,1
尺寸,很准,1
质地,柔软舒适,1
尺寸,合适,1
尺寸,很合适,1
质量,很好看,1
质量,很好,1
款式,很帅,1
尺寸,挺合身的,1
舒适度,很舒服,1
服务,态度好,1
舒适度,非常舒服,1
舒适度,很好,1
质地,光滑,1
外观,很好看,1
质地,很好,1
质量,不错,1
款式,很赞,1
舒适度,很舒服,1
服务,态度很好,1
价格,很公道,1
款式,简单大方,1
舒适度,很舒服,1
价格,实惠,1
质量,很好,1
质量,非常好,1
包装,完好,1
舒适度,很舒服,1
服务,态度很好,1
质量,很好,1
款式,新颖,1
质地,柔软,1
尺寸,很合适,1
舒适度,很舒服,1
款式,简洁大方,1
质量,好,1
舒适度,舒适,1
尺寸,合身,1
质量,很好,1
款式,不错,1
质地,料子很好,1
款式,很好看,1
质地,面料柔软,1
舒适度,舒适,1
质量,很好的,1
包装,仔细,1
服务,很热情,1
包装,很好,1
质量,很好,1
质量,挺不错的,1
尺寸,很合适,1
款式,很喜欢,1
质量,不错,1
舒适度,很舒服,1
款式,设计时尚,1
价格,不贵,1
尺寸,合身,1
尺寸,很合身,1
质量,不错,1
质地,很有质感,1
舒适度,很舒服,1
尺寸,刚好,1
款式,时尚,1
做工,不错,1
价格,便宜,1
质量,不错,1
质量,很赞,1
尺寸,非常精准,1
价格,便宜,1
舒适度,舒服,1
包装,严实,1
质量,很好,1
价格,实惠,1
尺寸,很合适,1
质量,不错,1
质量,很好,1
款式,偏大,1
舒适度,舒服,1
款式,可以,0
尺寸,特别合身,1
质地,质感非常好,1
尺寸,小,-1
外观,很好看的,1
质量,很好,1
尺寸,合适,1
尺寸,挺合身,1
尺寸,合适,1
质量,好,1
价格,非常划算,1
质量,很好,1
质感,细致,1
舒适度,很舒服,1
质量,棒棒的,1
质地,柔软,1
尺寸,正好,1
质地,很好,1
尺寸,很合适,1
质量,很好,1
尺寸,正合适,1
质地,不错,1
服务,特别客气,1
质量,不错,1
做工,精细,1
质地,面料柔软,1
质量,很不错,1
舒适度,舒适,1
性价比,高,1
质量,很不错,1
做工,精细,1
尺寸,合适,1
款式,简单好看,1
价格,便宜,1
做工,精细,1
舒适度,舒服,1
外观,好看,1
质量,很好,1
做工,精细,1
质量,不错,1
尺寸,正合适,1
舒适度,很舒服,1
做工,细致,1
舒适度,舒服,1
尺寸,很合适,1
款式,好看,1
质量,很好,1
尺寸,合适,1
服务,态度很好,1
质量,挺好的,1
质地,挺厚实,1
尺寸,刚刚好,1
舒适度,很舒适,1
价格,很实惠,1
舒适度,很舒服,1
价格,物美价廉,1
尺寸,很合适,1
质量,不错,1
款式,好看,1
尺寸,合适,1
做工,精细,1
服务,态度特别好,1
尺寸,码数标准,1
价格,很便宜,1
质量,不错,1
服务,态度比较好,1
尺寸,很合适,1
服务,态度很好,1
质量,好,1
质地,柔软,1
舒适度,舒适,1
做工,精细,1
价格,实惠,1
尺寸,很合适,1
款式,比较修身,1
质量,很好,1
做工,精细,1
外观,很漂亮,1
款式,很好看,1
款式,凸显气质,1
质量,很不错,1
质量,可以,0
尺寸,偏小,-1
质量,没的说,1
舒适度,很舒服,1
质地,挺不错的,1
尺寸,刚好,1
质量,很好,1
做工,很不错,1
性价比,高,1
舒适度,很舒服,1
外观,很时尚,1
舒适度,很舒服,1
质量,还可以,0
舒适度,舒服,1
服务,态度极其恶劣,-1
质量,不错,1
做工,精细,1
款式,好看,1
质量,不错,1
款式,很好看,1
性价比,很高,1
做工,很好,1
款式,不错,1
质地,面料好,1
舒适度,舒服,1
价格,很划算,1
质地,柔软,1
舒适度,舒服,1
价格,价廉物美,1
做工,还可以,0
舒适度,很舒服,1
质量,很好,1
质地,很好,1
舒适度,很舒服,1
质量,特别好,1
质量,不错,1
做工,精细,1
质量,很好,1
做工,精细,1
服务,很好,1
服务,态度好,1
质量,很好,1
性价比,高,1
款式,好看,1
舒适度,挺舒服,1
款式,非常好看,1
质量,挺好,1
质量,非常好,1
包装,很精细,1
外观,很酷,1
舒适度,很舒适,1
尺寸,合身,1
价格,便宜,1
尺寸,很合身,1
质量,杠杠的,1
质量,好,1
做工,精细,1
质量,不错,1
舒适度,舒服,1
做工,很好,1
做工,超好,1
舒适度,非常舒适,1
性价比,超高,1
价格,便宜,1
质量,很好,1
舒适度,很舒服,1
尺寸,有点大,-1
运行速度,很快,1
性价比,高,1
便携性,挺轻的,1
外观,确实不错,1
便携性,小巧轻便,1
配置,太弱了,-1
便携性,很轻薄,1
运行速度,毫无压力,1
外观,很满意,1
价格,不高,1
便携性,小巧便携,1
颜值,很高,1
外观,颜值很高,1
运行速度,超快,1
性价比,很高,1
颜值,还不错,1
便携性,小巧,1
屏幕,素质惊人,1
手感,感觉良好,1
性价比,很高,1
质量,好差,-1
外观,颜值爆棚,1
运行速度,也很快,1
便携性,轻薄,1
外观,颜值高,1
运行速度,挺快,1
屏幕,不错,1
续航,不够给力,-1
外观,很漂亮,1
运行速度,很快,1
外观,简洁,1
续航,挺久,1
便携性,很小很精致,1
外观,简约又时尚,1
运行速度,很快,1
手感,不错,1
音效,不错,1
便携性,轻薄,1
外观,颜值高,1
配置,足够,1
便携性,轻薄,1
音效,很好,1
外观,nice,1
便携性,超薄,1
运行速度,真的快,1
外观,很惊艳,1
音效,一级棒,1
屏幕,清晰度高,1
运行速度,很顺畅,1
外观,颜值高,1
配置,足够,0
便携性,薄,1
性价比,高,1
外观,漂亮,1
便携性,轻薄,1
屏幕,非常清晰,1
外观,非常鲜艳,1
音效,不错,1
外观,很好看,1
价格,划算,1
配置,足够,0
外观,好看,1
颜值,在线,1
屏幕,完美,1
配置,够了,1
外观,好看很多,1
便携性,很方便,1
便携性,比较薄,1
运行速度,快,1
外观,非常满意,1
外观,简洁美观,1
续航,中规中矩,0
价格,可以再便宜,0
性价比,性价比,1
外观,非常漂亮,1
便携性,超级薄,1
外观,很好看,1
性价比,很高,1
颜值,相当高,1
运行速度,还算流畅,1
续航,比较耐用,1
运行速度,很不错,1
性价比,高,1
便携性,方便携带,1
音效,可以的,1
价格,相当划算,1
性价比,杠杠的,1
外观,颜值很高,1
外观,很好,1
运行速度,快得没话说,1
配置,高大上,1
便携性,方便携带,1
拍照,很OK,1
运行速度,很快,1
手感,很好,1
外观,漂亮,1
运行速度,迅速流畅,1
运行速度,可以,0
外观,颜值高,1
外观,颜值高,1
运行速度,很快,1
便携性,超薄,1
运行速度,反应很快,1
性价比,高,1
便携性,还行,1
便携性,很轻薄,1
运行速度,很快,1
性价比,很高,1
便携性,比较轻薄,1
配置,顶配,1
便携性,便于携带,1
屏幕,分辨率很高,1
便携性,非常薄,1
手感,很好,1
运行速度,很快,1
性价比,很高,1
便携性,轻便,1
手感,有质感,1
外观,好看,1
运行速度,流畅,1
运行速度,有点卡机,-1
外观,高颜值,1
续航,好,1
运行速度,流畅,1
价格,便宜,1
便携性,小巧,1
配置,高,1
性价比,非常高,1
手感,好棒,1
屏幕,清晰度很高,1
屏幕,小,-1
续航运行,不是很经用,-1
速度,很流畅,1
便携性,携带方便,1
价格,优惠,1
颜值,比较好,1
便携性,比较轻,1
屏幕,刚刚好,1
运行速度,非常流畅,1
外观,没得说,1
颜值,很高,1
运行速度,不卡,1
手感,很棒,1
价格,物美价廉,1
外观,做工粗糙,-1
续航,没有那么好,-1
屏幕,反光厉害,-1
外观,不错,1
运行速度,卡,-1
续航,过得去,0
价格,值的,1
运行速度,很快,1
续航,还可以,0
便携性,方便携带,1
外观,颜值爆表,1
便携性,非常轻,1
外观,很好看,1
运行速度,一点不卡,1
手感,一般,0
便携性,很薄,1
外观,很漂亮,1
性价比,高,1
价格,值得,1
外观,可以,1
便携性,小巧方便轻薄,1
价格,无优惠,0
便携性,轻巧,1
便携性,便利携带,1
运行速度,流畅,1
便携性,很轻薄,1
外观,很漂亮,1
运行速度,很快,1
颜值,不错,1
续航,差,-1
手感,很好,1
运行速度,很快,1
便携性,轻薄小巧,1
屏幕,可以,1
外观,不错,1
便携性,很轻很薄,1
便携性,很轻薄,1
续航,短,-1
便携性,很轻很薄,1
外观,很时尚,1
运行速度,非常快,1
价格,值得,1
外观,颜值比较高,1
便携性,轻薄,1
便携性,很便携,1
外观,很漂亮,1
外观,小巧可爱,1
运行速度,比较快,1
手感,不错,1
便携性,很轻薄,1
外观,很漂亮,1
运行速度,快速,1
运行速度,还可以,0
外观,挺漂亮的,1
外观,挺漂亮,1
便携性,比较轻薄,1
屏幕,清晰,1
外观,很漂亮,1
便携性,比较轻薄,1
性价比,高,1
运行速度,非常卡顿,-1
外观,不错,1
价格,有点高,-1
外观,很喜欢,1
运行速度,特别流畅,1
外观,颜值超级棒,1
价格,不错,1
运行速度,快,1
音效,很好,1
续航,挺长的,1
运行速度,挺快的,1
手感,好,1
外观,不是喜欢的,-1
运行速度,很顺手,1
性价比,高,1
便携性,很方便,1
运行速度,超快,1
运行速度,超级卡,-1
屏幕,显示细腻,1
便携性,重,-1
运行速度,挺快,1
屏幕,可以,1
音效,还行,1
性价比,高,1
配置,够用,1
便携性,方便携带,1
外观,满分,1
手感,没得说,1
外观,精细时尚,1
便携性,轻薄,1
运行速度,还行,0
外观,总体不错,1
外观,轻薄简约,1
便携性,挺轻薄的,1
运行速度,很快,1
颜值,高,1
颜值,超高,1
便携性,极致的轻便,1
外观,很炫酷,1
运行速度,一流,1
音效,不错,1
手感,很好,1
性价比,很高的,1
便携性,比较轻,1
运行速度,很快,1
款式,好美,1
便携性,不算重,0
便携性,很给力,1
屏幕,漏光,-1
外观,好看,1
性价比,比较高,1
便携性,轻巧便携,1
颜值,高,1
便携性,超薄的,1
性价比,很高,1
便携性,小巧方便,1
运行速度,快,1
便携性,很薄,1
外观,设计挺不错,1
外观,颜值很高,1
便携性,又小又轻,1
外观,颜值太高了,1
性价比,很高,1
便携性,方便简易,1
性价比,比较高,1
性价比,很高,1
外观,很惊艳的,1
运行速度,相当快,1
手感,不错,1
颜值,很高,1
手感,不错,1
外观,很是惊艳,1
便携性,轻松取放,1
运行速度,秒速,1
音效,舒服,1
便携性,轻薄便携,1
外观,很漂亮,1
便携性,轻,1
外观,外观漂亮,1
续航,长,1
便携性,很薄,1
外观,颜值杠杠的,1
价格,很实惠,1
便携性,很轻薄,1
运行速度,很快,1
性价比,很高,1
便携性,超薄轻巧,1
运行速度,快,1
外观,很好看,1
运行速度,很快,1
便携性,轻薄,1
运行速度,快,1
运行速度,非常快,1
便携性,很薄很轻,1
运行速度,很快,1
价格,物有所值,1
运行速度,快,1
屏幕,好,1
性价比,第一,1
屏幕,很清晰,1
运行速度,很顺畅,1
价格,优惠不少,1
运行速度,超快,1
价格,实惠,1
便携性,小巧便携,1
外观,漂亮,1
音效,立体,1
便携性,偏大,1
性价比,很高,1
便携性,方便携带,1
运行速度,很好,1
运行速度,不灵敏,-1
便携性,轻薄,1
颜值,没得说,1
续航,一般,0
外观,精致,1
屏幕,很好,1
续航,耐用,1
便携性,携带方便,1
外观,超级好看,1
颜值,高,1
便携性,薄,1
外观,没问题,0
手感,还可以,0
外观,颜值相当高,1
续航,真的小,-1
屏幕,长,1
便携性,轻薄,1
价格,划算,1
性价比,高,1
外观,可爱,1
手感,不错,1
外观,有气质,1
外观,特别好,1
运行速度,快,1
外观,挺有质感,1
手感,舒服,1
运行速度,够用,0
运行速度,够快,1
性价比,高,1
运行速度,还算流畅,1
外观,简单大方,1
手感,不错,1
便携性,携带方便,1
运行速度,很快,1
价格,实惠,1
外观,很漂亮,1
手感,很顺手,1
性价比,高,1
音效,很好,1
性价比,很高,1
便携性,小巧轻便,1
外观,很好看,1
运行速度,较快,1
运行速度,挺流畅的,1
手感,高,1
外观,简洁大方,1
性价比,高,1
运行速度,良好流畅,1
运行速度,很快,1
外观,高端大气上档次,1
价格,不算美丽,0
外观,高端大气上档次,1
运行速度,还是不错,1
便携性,不是很重,1
稳定性,不错,1
运行速度,快,1
便携性,便携,1
续航,耐用,1
便携性,很小巧,1
便携性,轻薄,1
运行速度,挺快的,1
便携性,小巧轻便,1
便携性,很轻薄,1
便携性,非常轻薄,1
价格,比较实惠,1
手感,良好,1
运行速度,比较流畅,1
外观,很漂亮,1
运行速度,很快,1
运行速度,很快,1
便携性,真的很轻,1
价格,物超所值,1
外观,很漂亮,1
外观,颜值也高,1
便携性,非常轻薄,1
性价比,高,1
运行速度,流畅度高,1
屏幕,非常好,1
音效,正常,1
外观,很满意,1
便携性,很方便,1
屏幕,很不错,1
运行速度,很快,1
外观,很漂亮,1
运行速度,非常流畅,1
性价比,很高,1
价格,物美价廉,1
运行速度,不错,1
便携性,比较轻便,1
外观,挺好看,1
音效,还好,1
便携性,方便携带,1
运行速度,一点都不卡,1
性价比,喜欢,1
外观,好漂亮,1
便携性,轻薄,1
配置,全面,1
性价比,高,1
运行速度,很快,1
音效,要炸了,1
便携性,很轻便,1
外观,好看,1
外观,高端大气上档次,1
价格,值得买,1
便携性,轻薄,1
运行速度,快,1
性价比,很高,1
外观,颜值高,1
屏幕,不太清,1
外观,完美,1
便携性,非常轻薄,1
续航,很好,1
外观,简洁,1
外观,非常漂亮,1
外观,没的说,1
外观,很漂亮,1
运行速度,流畅,1
便携性,轻薄便利,1
便携性,很轻,1
外观,很好看,1
价格,物有所值,1
运行速度,还不错,1
外观,漂亮,1
便携性,便于携带,1
配置,高,1
性价比,高,1
便携性,很轻薄,1
运行速度,很快,1
外观,非常满意,1
性价比,相当高,1
便携性,小巧轻薄,1
配置,中等,1
外观,漂亮,1
便携性,轻盈便携,1
配置,还可以,0
手感,好,1
运行速度,流畅,1
运行速度,很快,1
屏幕,亮丽,1
价格,便宜,1
外观,颜值超高,1
外观,颜值爆表,1
便携性,很轻便,1
运行速度,很快,1
便携性,易携带,1
外观,挺好看,1
便携性,比较轻薄,1
价格,很低廉,1
便携性,很薄,1
便携性,轻巧,1
手感,有质感,1
外观,颜值很高,1
稳定性,很流畅,1
价格,贵一些,1
便携性,方便携带,1
外观,好看,1
外观,超级好看,1
运行速度,很快,1
便携性,很轻薄,1
外观,好好看,1
性价比,最高的,1
便携性,很轻薄,1
续航,长,1
屏幕,很清晰柔和,1
手感,不错,1
便携性,有点重,-1
外观,好看,1
外观,小巧漂亮,1
性价比,高,1
外观,上乘,1
运行速度,有些慢,-1
续航,真不耐用,-1
便携性,轻薄,1
外观,简单大方,1
便携性,超薄,1
外观,非常漂亮,1
手感,不错,1
运行速度,很快,1
手感,挺不错的,1
价格,很理想,1
运行速度,挺快的,1
手感,很好,1
屏幕,不太舒服,-1
外观,挺高,1
手感,很舒服,1
便携性,超薄也很轻,1
屏幕,有点小瑕疵,-1
外观,惊艳,1
性价比,最高,1
便携性,比较轻便,1
性价比,很高的,1
音效,很奈斯,1
价格,低,1
便携性,很小巧,1
续航,差,-1
便携性,方便携带,1
续航,长,1
便携性,很轻薄,1
颜值,很高,1
便携性,方便,1
外观,不错,1
音效,杠杠的,1
外观,颜值特别高,1
运行速度,很流畅,1
便携性,比较轻薄,1
运行速度,很快,1
配置,一般,0
外观,很满意,1
手感,很好,1
外观,大方,1
运行速度,很流畅,1
便携性,轻,1
便携性,轻薄,1
颜值,超高,1
便携性,超级薄,1
外观,颜值爆表,1
便携性,很小巧,1
运行速度,很快,1
性价比,很高,1
外观,小巧,1
手感,粗糙,1
便携性,很小巧,1
运行速度,还可以,0
性价比,挺好的,1
便携性,很薄,1
手感,非常好,1
价格,真的到位,1
外观,很惊艳,1
运行速度,很快,1
外观,迷你简约,1
便携性,方便,1
运行速度,好快,1
运行速度,快,1
价格,物超所值,1
性价比,超高的,1
外观,很好看,1
运行速度,很流畅,1
屏幕,有点小,-1
价格,物有所值,1
性价比,蛮不错的,1
便携性,轻便,1
续航,久,1
外观,颜值高,1
屏幕,高清,1
运行速度,很快,1
